score,content,date,app,platform
1,Please remove my supscription and refund the fees.  This should not be allowed legally and and I will not participate in any company who's Business Model includes this strategy.  Shame on you for embracing this policy and strategy.,1/6/2020 21:57,calm,apple
1,Not really free first they want your info then you are giving a 7 day trial then you have to subscribe to a reacuring membership,3/5/2021 3:38,calm,google
1,"I am so tired of all these apps that want you to share everything!!!  From your solitaire score to your mood.  Am I the only person left who doesn't share my every thought, feeling and game score!  Jeez- people need to stop sharing so much- no one cares about every thing your are doing, thinking, feeling and especially not about your game score!!  Get a life! This app takes the cake in that you can't actually use it WITHOUT sharing.  Truly NASTY and misleading- and a sad way to promote your app- I guess I did sort of share it - with the trash can when I DELETED it!!",4/30/2013 11:42,calm,apple
1,"I'd love to try it but I am not authorizing a $59 charge to my paypal account that will automatically happen after 7 days. Give the free trial, then ask for subscription option at the end of trial. I know I will forget to cancel then Bam $60!!",12/19/2018 23:14,calm,google
1,"They STOLE $70 from my bank account. I cancelled at the end of trial but they went ahead and STOLE my money anyway. I never used this app, not once. THIEVES! It is not very relaxing having someone STEAL from you! THIEVES!!!! I would really appreciate it if you gave me back the money you STOLE from me. I tried getting in touch with you but you THIEVES have made contact with you impossible.",3/2/2021 7:15,calm,google
2,Would have liked to try this without giving my bank details,2/1/2021 13:08,calm,google
1,STEALS YOUR DATA,2/16/2020 16:16,calm,google
1,I Paid $69.99 for a year and it made it 3 weeks and is telling me to subscribe. Now I have no way to contact anyone and a lot of money down the tube. I'm not so calm now.,6/10/2021 21:12,calm,google
1,"It says free. When I got into the app it says free 7 day trial. I tried to uninstall it, but it wouldn't let me. I am really upset. I feel like this is a scam, to try to make me use it . I am sure they want me to forget about the 7 days & then make me pay.",4/19/2020 1:36,calm,google
1,"I??ve tried this app twice (once in late winter of 2021 and summer of 2021).  It??s very difficult to get matched with an appropriate therapist.  Once matched I found that once I mentioned I was full time working mom in the midst of a pandemic all advice became centered around pedicures.  Self-care!  Get a pedicure!  That was the basic advice, not taking into account that I don??t even enjoy pedicures- however this procedure was sure to cure my feelings of being overwhelmed of being a full time teacher/cook/housekeeper/etc on top of my actual job.  My therapist suggested that instead of going back to school I should just take a spa day instead.  It was so patronizing, as though all women just need to spend time pampering to feel complete. No need to suggest that I reach out to feedback/customer care- I have and received a reply that that will try to do better for others in the future.  Not helpful at all.",7/30/2021 4:46,talkspace,apple
1,As an LPC I'd say this is probably one of the most unprofessional companies I've seen thus far. If you have a complaint there isn't a customer service dept nor names provided for escalation. So what does talkspace do with dissatisfied clients/therapists? Seems as though they just take money without concern on if quality service is actually provided. My suggestion is find a local counselor in your area willing to do virtual counseling if and when needed. This is not a co that cares about employee/clients.,11/23/2016 10:13,talkspace,google
