,score,content,date,app,platform,relevancy_label,llm_response
95,1,"Free trail. When I accepted the free trail, it charged me the yearly subscription. Luckily I had petrol in the car otherwise I wouldn't be able to get to work. Google has refunded me but that won't be in my acc till 10 business days. Not happy, not happy at all. Have uninstalled now.",6/18/2020 18:44,calm,google,maybe-privacy,yes
96,1,HIGHLY DISPOINTED WHAT THE HELL IS THIS A JOKE ??? THIS APP ASK FOR PERSONAL INFORMATION Y ??? MAKERS R U GONA GET MONEY FROM THAT ???,2/20/2019 0:18,calm,google,maybe-privacy,yes
97,1,I wanted to try this app because I was having trouble sleeping. The stories and features are fine but incredibly underwhelming and didn??t really help me fall asleep. But what really bothered me is that about a day before my free trial ended I went into my iPhone settings and cancelled my subscription but then several days later was billed for it anyway. I??m absolutely furious this happened and goes to show why I never want to sign up for anything subscription based.,5/6/2020 14:30,calm,apple,maybe-privacy,yes
98,1,Don??t download this app I downloaded it because I had really bad anxiety one it didn??t. Help and also they charged me almost 70 dollars without my knowledge after a subscription that I assumed was going to be like 10 dollars and boy did that help my anxiety ???¦ seriously don??t download this app they??re just looking to take your money,1/22/2020 16:32,calm,apple,maybe-privacy,yes
99,1,You have to create an account before you can do anything. You are not allowed to even check things out to see if its right for you without doing this.,7/5/2017 12:56,headspace,google,maybe-privacy,yes
100,1,"Thought this was a free app to help people....instead, it tricks you into paying for subscription when you Sign In with Apple. Thank god I did not have my card attached, which then lead to a panic attack thinking it took the last of money.",3/18/2020 3:01,headspace,apple,maybe-privacy,yes
101,2,"Does what it says but has dodgy business practices, which is ironic. 1st - you can't cancel from within the android app, you have to log in through a laptop/desktop. 2nd - no warning about upcoming membership renewal.",12/12/2020 13:06,headspace,google,maybe-privacy,yes
102,1,"Headspace clearly defaulted to having lots of notifications on, but I hunted through menus to try to turn them off. It still sent me an irrelevant popup on my phone soon after.  For an app that purports to help with things like mindfulness, it is irresponsible to clutter lives of people with the app installed further.",8/23/2019 11:16,headspace,google,maybe-privacy,yes
103,1,"This summer of 2018 was a hard summer for me, I was very vulnerable and felt I need someone to talk to so I decided to try one month.Let me start off by saying I went to customer support to help me with this issue and did not get the outcome I wanted or at least a compromise .I started my therapy session on June 28,2018. I signed up for one month unlimited messages and a one time video chat. Anyways moving forward that means if I??m covered for one month it would end till July 27 or 28th of 2018. I took screen shots showing customer service I had not been helped or active since July 13,2018 not to mention I canceled the service to avoid being charged. For some reason they continued to charge me.Customer support by this women Vanessa told me they could not refund me my money for the two month that I did not use their service . Even though she could see that my last activity and login was on July 13, of 2018. I expressed how I felt scammed that she could verify I had not been helped since that day and I had been charged over 200$ each month for two month. It??s not right the way the way they handled my claim. Is this what you guys do to people who are vulnerable and need someone to talk to ? You pay your therapist to talk to walls? It irritates me that she could she I had not been helped or even engaged back and still said the therapist had to be paid for her time. What time ?? She only spoke to me for two weeks max and never heard from me again??! It??s very stressful coming for help and instead they rob you during the most sensitive times of your life .",10/22/2018 18:24,talkspace,apple,maybe-privacy,yes
104,1,I would like to cancel my 14 day free trial before I am charged but the instructions for cancellation do not work. We are told to manage our subscriptions but the app does not appear so cannot be managed. I am suspecting it does not appear because no payment has yet gone through. We cannot cancel our 14 day 'free' trial until a payment has gone through. How much will they take? A month or a year? They make it very difficult or impossible and time consuming. Sneaky and unethical.,2/16/2020 15:42,headspace,google,maybe-privacy,yes
